county_state,cig_total_2012,cig_daily_2012,alc_any_2012,alc_heavy_2012,alc_binge_2012,hd_deaths_per100k_over65
"Dawson, NE",22.76,16.92,52.5,7.8,19.0,1088.2
"Deuel, NE",22.44,16.62,52.7,7.9,19.2,717.5
"Dixon, NE",22.29,16.12,58.3,9.6,24.4,1115.2
"Dodge, NE",24.81,18.6,63.8,8.8,23.5,880.7
"Douglas, NE",21.54,15.63,65.2,10.7,24.2,867.2
"Dundy, NE",19.88,14.32,56.2,9.8,21.4,1140.9
"Fillmore, NE",21.32,15.66,63.9,11.3,27.4,1087.2
"Franklin, NE",22.73,17.05,58.1,9.6,24.2,1048.3
"Frontier, NE",20.06,14.75,54.6,8.3,20.2,834.9
"Furnas, NE",22.23,16.62,56.6,8.5,22.0,1003.1
"Gage, NE",23.07,18.17,62.1,8.7,23.1,974.9
"Garden, NE",21.3,15.65,53.9,8.2,19.6,1054.5
"Garfield, NE",24.12,18.37,62.6,11.6,27.3,1286.9
"Gosper, NE",21.1,15.86,52.9,7.1,16.3,1044.1
"Grant, NE",20.33,15.06,51.9,8.3,19.0,1065.0
"Greeley, NE",22.72,17.12,65.2,13.9,30.6,972.4
"Hall, NE",22.17,16.98,58.4,9.0,21.9,982.5
"Hamilton, NE",20.93,16.02,62.3,9.4,23.5,1001.5
"Harlan, NE",22.3,16.72,57.2,9.8,22.1,998.7
"Hayes, NE",20.95,15.47,58.1,11.6,24.9,784.2
"Hitchcock, NE",23.98,18.16,51.7,8.3,18.3,938.2
"Holt, NE",22.68,17.28,62.3,10.5,24.4,1111.4
"Hooker, NE",17.72,12.71,57.1,8.2,19.5,915.7
"Howard, NE",21.98,16.79,60.5,10.8,23.9,961.7
"Jefferson, NE",25.47,20.08,61.3,9.4,23.9,1120.3
"Johnson, NE",25.34,18.97,54.6,10.0,19.5,930.6
"Kearney, NE",19.06,14.17,61.3,8.4,21.5,1001.3
"Keith, NE",21.38,15.83,61.3,9.6,22.9,633.4
"Keya Paha, NE",22.14,16.69,51.8,7.9,16.9,975.3
"Kimball, NE",22.73,16.72,53.7,8.1,19.1,910.4
"Knox, NE",22.41,16.46,63.4,11.9,27.3,1031.2
"Lancaster, NE",20.26,14.39,66.0,9.7,23.3,913.1
"Lincoln, NE",22.13,16.54,57.3,8.9,21.4,794.5
"Logan, NE",20.93,15.5,61.0,12.2,23.8,908.0
"Loup, NE",24.24,18.4,53.6,9.7,20.7,1281.5
"McPherson, NE",16.79,11.87,53.9,8.5,18.4,733.7
"Madison, NE",20.61,14.66,64.4,10.1,25.4,1081.8
"Merrick, NE",22.73,17.38,62.2,9.6,24.3,980.4
"Morrill, NE",20.31,14.63,51.4,7.9,17.8,1075.7
"Nance, NE",23.43,17.63,68.8,16.1,35.2,1117.2
"Nemaha, NE",20.99,15.64,61.9,9.8,23.3,981.3
"Nuckolls, NE",23.53,17.87,60.0,10.9,24.7,1093.4
"Otoe, NE",21.57,16.42,60.7,10.3,24.7,949.8
"Pawnee, NE",23.1,17.69,63.6,12.4,28.6,978.0
"Perkins, NE",20.94,15.34,56.2,8.6,19.9,869.4
"Phelps, NE",21.55,16.46,59.2,8.2,20.1,1006.4
"Pierce, NE",21.01,15.43,61.6,9.8,23.1,1013.9
"Platte, NE",19.76,14.42,68.6,10.5,28.1,1060.4
"Polk, NE",20.26,14.78,62.3,10.4,25.4,1030.8
"Red Willow, NE",21.38,16.13,60.0,9.5,21.8,999.4
"Richardson, NE",25.61,19.74,56.7,9.4,21.2,956.7
"Rock, NE",21.46,15.87,56.5,9.3,21.6,1434.4
"Saline, NE",22.23,16.31,59.8,10.9,24.3,1092.1
"Sarpy, NE",18.29,13.41,65.7,10.1,22.1,894.9
"Saunders, NE",22.13,16.31,67.0,11.7,26.9,913.2
"Scotts Bluff, NE",20.67,15.3,53.2,6.6,17.2,996.7
"Seward, NE",18.67,13.38,64.3,8.9,21.6,990.3
"Sheridan, NE",22.58,16.29,55.8,10.6,22.0,1026.4
"Sherman, NE",23.26,17.84,57.8,11.1,23.6,988.7
"Sioux, NE",18.54,13.42,59.6,9.9,22.8,927.4
"Stanton, NE",20.01,14.61,61.9,9.7,22.8,969.8
"Thayer, NE",21.9,16.35,56.4,7.6,19.4,1162.0
"Thomas, NE",19.94,14.53,53.8,8.3,18.9,890.4
"Thurston, NE",30.18,20.75,36.8,13.4,21.0,1342.6
"Valley, NE",21.09,15.59,61.8,11.0,25.5,1128.6
"Washington, NE",18.83,14.06,68.8,12.1,25.5,888.5
"Wayne, NE",17.95,12.6,64.4,9.5,24.3,1064.5
"Webster, NE",22.13,16.62,55.5,8.8,20.6,1090.2
"Wheeler, NE",19.14,13.97,59.3,10.2,22.0,1052.2
"York, NE",21.67,16.47,59.9,7.9,21.4,1079.4
"Churchill, NV",24.29,18.1,55.1,10.2,19.9,1384.2
"Clark, NV",23.12,16.7,54.4,8.4,17.2,1236.0
"Douglas, NV",20.77,14.87,68.1,13.0,20.9,904.9
"Elko, NV",22.19,16.83,53.0,10.4,20.5,1104.1
"Esmeralda, NV",27.58,20.18,65.8,22.4,33.8,854.1
"Eureka, NV",22.25,16.07,57.8,10.8,18.9,1188.4
"Humboldt, NV",23.85,17.75,57.7,10.9,20.2,1184.1
"Lander, NV",25.4,19.49,49.8,10.3,19.6,1246.3
"Lincoln, NV",22.87,16.88,39.5,8.4,16.2,979.1
"Lyon, NV",26.97,20.21,61.1,12.0,20.4,1153.3
"Mineral, NV",31.97,24.51,55.1,10.5,20.4,1026.5
"Nye, NV",30.45,23.23,56.7,11.8,21.1,1568.8
"Pershing, NV",24.51,17.35,55.7,11.0,20.1,1228.9
"Storey, NV",25.14,18.27,70.6,18.6,27.4,1088.4
"Washoe, NV",21.15,14.28,63.1,11.6,21.0,1212.2
"White Pine, NV",27.05,20.39,46.7,9.4,19.7,1089.3
"Belknap, NH",20.2,15.54,65.8,10.5,20.5,1043.8
"Carroll, NH",20.7,15.32,67.2,11.5,20.6,879.4
"Cheshire, NH",20.52,15.02,65.9,11.0,20.4,964.3
"Grafton, NH",16.73,12.3,68.4,11.4,20.2,923.0
"Hillsborough, NH",18.6,14.26,66.8,8.6,18.7,975.5
"Merrimack, NH",17.76,13.46,68.0,10.1,19.0,978.5
"Rockingham, NH",16.6,12.48,70.3,10.6,22.4,971.4
"Strafford, NH",19.83,14.99,64.5,9.6,19.9,968.2
"Sullivan, NH",19.82,14.81,65.5,9.4,19.0,961.5
"Atlantic, NJ",22.82,16.27,57.8,7.3,19.1,1288.1
"Bergen, NJ",15.28,9.73,66.8,7.1,19.1,920.0
"Burlington, NJ",18.97,12.81,62.4,7.4,18.6,1123.3
"Camden, NJ",20.93,14.44,59.3,7.3,18.4,1180.2
"Cape May, NJ",22.68,16.31,64.4,9.4,22.0,1271.3
"Cumberland, NJ",25.44,18.17,48.6,6.0,16.0,1316.1
"Essex, NJ",19.23,12.53,58.2,7.5,18.4,985.9
"Gloucester, NJ",20.67,14.81,61.3,7.1,18.5,1309.0
"Hudson, NJ",16.55,10.09,55.4,6.4,19.9,917.5
"Hunterdon, NJ",14.23,9.55,70.9,9.3,20.7,875.3
"Mercer, NJ",17.43,10.81,61.3,7.1,17.9,1025.7
"Middlesex, NJ",15.24,9.79,59.0,5.9,17.2,1012.6
"Monmouth, NJ",17.75,11.19,68.4,9.2,22.6,1070.1
"Morris, NJ",14.03,9.33,68.4,8.0,20.5,982.3
"Ocean, NJ",21.63,15.57,64.8,8.1,20.6,1349.7
"Passaic, NJ",18.15,12.04,57.1,7.2,19.7,1020.4
"Salem, NJ",22.83,17.16,55.7,7.4,18.5,1294.5
"Somerset, NJ",12.38,7.74,65.2,6.5,17.1,938.6
"Sussex, NJ",18.16,13.07,67.3,9.0,20.6,1163.0
"Union, NJ",18.07,11.57,59.0,5.9,17.7,953.7
"Warren, NJ",19.72,14.58,62.3,8.0,19.4,1152.3
"Bernalillo, NM",21.0,13.28,53.7,6.9,15.9,1003.3
"Catron, NM",22.33,15.39,46.3,9.5,18.2,1013.2
"Chaves, NM",22.89,16.39,43.7,7.3,16.5,1602.5
"Cibola, NM",25.67,16.71,38.4,7.1,17.5,977.5
"Colfax, NM",18.78,12.22,49.3,7.1,16.9,793.3
"Curry, NM",21.64,14.79,41.0,5.8,14.5,1255.3
"De Baca, NM",20.85,13.96,33.3,4.3,12.4,1128.6
"Eddy, NM",23.88,18.01,41.4,6.4,15.4,1318.3
"Grant, NM",20.13,12.58,51.2,9.2,20.1,993.2
"Guadalupe, NM",21.07,12.69,44.0,6.9,17.5,1074.2
"Harding, NM",18.91,12.14,44.3,5.7,15.2,747.1
"Hidalgo, NM",20.64,12.68,43.8,7.6,17.9,1157.1
"Lea, NM",24.02,17.29,38.8,6.5,16.6,1379.3
"Lincoln, NM",22.33,14.95,51.2,8.5,16.9,911.4
"Los Alamos, NM",13.17,8.18,61.4,5.0,12.4,761.4
"Luna, NM",22.47,14.46,44.8,8.2,18.5,1229.1
"McKinley, NM",23.52,15.28,31.6,6.2,16.7,893.2
"Mora, NM",18.46,10.51,48.1,8.9,18.0,696.7
"Otero, NM",23.69,16.36,44.0,7.1,16.0,987.8
"Quay, NM",22.65,15.41,32.4,4.8,12.6,1335.9
"Rio Arriba, NM",21.5,12.97,46.0,7.1,17.1,822.2
"Roosevelt, NM",22.4,15.74,36.6,5.7,14.3,1239.2
"Sandoval, NM",19.89,13.11,55.7,7.5,15.6,924.5
"San Juan, NM",25.45,17.88,38.8,5.9,13.8,843.6
"San Miguel, NM",19.61,11.28,43.6,6.8,16.5,956.0
"Santa Fe, NM",18.46,11.39,59.0,8.1,16.7,679.4
"Sierra, NM",25.24,17.49,48.6,9.2,17.7,1207.6
"Socorro, NM",23.78,15.24,43.2,7.5,18.3,1008.4
"Taos, NM",17.95,11.06,53.1,7.9,17.6,664.0
"Torrance, NM",26.48,18.17,43.3,7.1,15.8,898.8
"Union, NM",21.74,14.56,51.7,6.9,18.9,1114.1
"Valencia, NM",22.74,14.92,44.6,6.9,15.0,996.8
"Albany, NY",17.66,11.79,65.0,9.3,20.3,1032.3
"Allegany, NY",22.33,16.16,56.4,9.0,19.4,1131.0
"Bronx, NY",20.28,12.11,44.9,4.8,16.1,1175.0
"Broome, NY",20.17,14.84,61.5,8.9,21.9,1077.7
"Cattaraugus, NY",25.21,18.2,58.6,9.9,21.2,1365.7
"Cayuga, NY",23.31,16.93,60.7,9.0,21.2,1116.6
"Chautauqua, NY",24.91,17.32,57.5,8.9,20.4,1222.8
"Chemung, NY",21.93,16.26,58.9,8.5,20.5,1288.2
"Chenango, NY",22.61,16.71,59.9,9.6,21.1,1638.7
"Clinton, NY",19.55,14.8,62.8,9.7,21.6,945.5
"Columbia, NY",20.13,13.95,63.9,10.1,21.3,1138.4
"Cortland, NY",20.74,14.95,61.9,9.8,22.2,971.1
"Delaware, NY",22.54,16.37,59.8,9.9,20.5,1220.9
"Dutchess, NY",17.34,11.87,65.2,8.6,19.9,1143.0
"Erie, NY",20.33,13.96,65.1,8.6,21.9,1094.5
"Essex, NY",18.93,13.73,64.2,10.6,20.9,935.4
"Franklin, NY",22.95,17.03,60.5,9.5,21.9,1067.7
"Fulton, NY",24.21,18.38,61.0,9.3,20.9,1136.8
"Genesee, NY",21.4,15.58,61.8,8.9,20.6,1124.9
"Greene, NY",23.93,16.67,59.9,9.5,20.4,1185.8
"Hamilton, NY",18.77,13.51,59.6,9.5,21.4,1072.5
"Herkimer, NY",21.09,15.82,62.3,9.4,22.2,1171.0
"Jefferson, NY",20.83,15.28,59.9,8.3,19.3,1240.2
"Kings, NY",18.46,10.92,52.5,6.1,16.5,1271.4
"Lewis, NY",22.75,17.55,54.8,8.2,19.8,1199.3
"Livingston, NY",20.34,14.69,63.0,9.4,20.9,929.6
"Madison, NY",20.31,14.53,62.3,9.3,21.0,881.9
"Monroe, NY",16.89,11.8,63.8,7.9,18.5,874.7
"Montgomery, NY",23.37,17.37,58.6,8.0,20.9,1130.3
"Nassau, NY",15.02,9.52,66.2,7.0,19.4,1270.5
"New York, NY",14.19,7.68,64.6,9.9,23.0,882.2
"Niagara, NY",22.57,16.5,61.2,8.7,20.3,1303.0
"Oneida, NY",21.28,15.62,60.1,8.7,21.2,1164.9
"Onondaga, NY",18.67,12.75,63.3,8.4,21.3,946.3
"Ontario, NY",17.64,12.54,63.7,9.1,20.9,884.7
"Orange, NY",18.78,13.06,62.3,7.4,19.1,1058.5
"Orleans, NY",23.26,17.12,56.6,7.3,18.1,1169.8
"Oswego, NY",23.27,17.31,58.6,9.5,22.3,1232.7
"Otsego, NY",19.49,13.77,62.1,10.1,22.4,1134.6
"Putnam, NY",15.09,9.99,69.0,8.9,21.5,1093.1
"Queens, NY",16.46,9.9,53.8,5.6,16.3,1168.8
"Rensselaer, NY",20.37,14.44,64.7,8.7,20.5,1104.6
"Richmond, NY",20.1,13.15,62.1,6.9,19.8,1619.2
"Rockland, NY",15.49,9.96,62.9,6.7,17.8,959.0
"St. Lawrence, NY",21.77,16.38,60.4,10.0,22.2,1204.0
"Saratoga, NY",17.09,12.08,67.1,9.6,21.0,1020.6
"Schenectady, NY",20.14,14.48,63.2,8.3,19.8,1123.6
"Schoharie, NY",21.78,15.51,60.7,9.5,20.4,1005.3
"Schuyler, NY",22.17,16.09,59.3,10.0,22.3,1136.2
"Seneca, NY",22.94,16.75,60.6,9.3,19.0,977.5
"Steuben, NY",22.01,16.2,57.6,8.5,19.3,1185.0
"Suffolk, NY",17.64,12.45,65.3,7.8,20.3,1203.9
"Sullivan, NY",23.37,16.6,59.8,9.4,20.6,1052.5
"Tioga, NY",19.43,14.18,60.6,8.7,19.8,1010.3
"Tompkins, NY",12.93,8.06,66.2,10.8,21.1,891.6
"Ulster, NY",19.93,13.64,63.9,9.3,21.1,1075.1
"Warren, NY",20.99,15.3,65.8,10.8,22.1,1010.5
"Washington, NY",22.62,16.72,60.2,8.7,19.8,1097.7
"Wayne, NY",21.01,15.5,60.3,8.5,19.5,944.6
"Westchester, NY",14.8,9.0,64.8,6.8,18.7,955.5
"Wyoming, NY",24.47,17.84,60.6,8.6,20.1,1142.7
"Yates, NY",20.86,15.18,63.2,12.1,22.3,986.3
"Alamance, NC",24.74,17.4,49.2,5.9,14.4,1016.8
"Alexander, NC",25.58,20.35,36.2,5.6,12.1,967.5
"Alleghany, NC",25.58,19.53,34.5,5.1,12.0,944.3
"Anson, NC",26.28,18.72,33.2,4.7,11.2,1100.1
"Ashe, NC",25.06,19.16,36.6,5.1,11.4,897.3
"Avery, NC",23.65,17.67,38.7,6.3,12.5,1148.1
"Beaufort, NC",23.46,17.36,42.9,6.7,14.5,1027.3
"Bertie, NC",25.99,17.6,33.9,4.5,10.8,902.7
"Bladen, NC",26.35,18.75,31.8,4.9,11.5,1184.3
"Brunswick, NC",24.55,17.54,55.5,8.3,17.7,897.4
"Buncombe, NC",21.76,15.79,52.6,7.9,15.0,928.4
"Burke, NC",26.01,20.43,38.8,5.6,12.4,982.2
"Cabarrus, NC",21.52,15.55,48.6,6.7,15.9,999.7
"Caldwell, NC",27.53,22.52,36.6,5.7,12.6,1135.4
"Camden, NC",22.02,16.0,51.8,8.5,16.9,1157.7
"Carteret, NC",23.52,17.39,55.5,9.3,17.9,1067.3
"Caswell, NC",27.94,19.88,41.6,5.8,13.2,1033.3
"Catawba, NC",23.34,17.75,45.6,7.2,14.1,961.0
"Chatham, NC",18.33,11.92,52.4,6.9,14.9,706.3
"Cherokee, NC",25.31,18.42,44.2,6.3,13.4,1074.9
"Chowan, NC",24.9,17.94,42.5,5.7,13.3,1008.1
"Clay, NC",23.67,17.14,40.6,6.1,12.2,1029.8
"Cleveland, NC",26.08,19.24,37.8,5.5,12.4,1126.3
"Columbus, NC",26.57,18.52,34.0,4.9,11.5,1498.5
"Craven, NC",22.42,16.32,49.5,7.0,15.1,1020.9
"Cumberland, NC",23.24,15.53,41.9,5.3,12.6,1064.4
"Currituck, NC",23.77,17.58,51.2,9.0,17.3,1197.1
"Dare, NC",21.39,15.45,58.6,10.3,20.1,958.9
"Davidson, NC",25.9,19.98,41.6,6.2,14.8,1032.9
"Davie, NC",22.82,17.15,46.2,6.9,14.6,939.2
"Duplin, NC",25.42,17.75,35.6,5.1,12.6,1006.8
"Durham, NC",17.02,10.6,54.8,6.8,14.2,798.3
"Edgecombe, NC",26.87,19.33,34.8,4.6,11.4,1103.6
"Forsyth, NC",21.89,15.3,50.2,6.2,13.8,919.4
"Franklin, NC",24.31,17.34,40.0,4.9,11.9,997.8
"Gaston, NC",26.12,19.28,43.7,6.1,14.2,1073.7
"Gates, NC",24.9,18.24,41.0,6.4,13.2,977.4
"Graham, NC",26.74,19.47,39.0,4.8,12.0,978.6
"Granville, NC",25.02,17.44,40.5,4.9,11.8,896.0
"Greene, NC",24.84,16.72,36.5,5.3,12.4,1131.6
"Guilford, NC",20.11,13.92,51.9,6.4,14.7,838.4
"Halifax, NC",27.18,19.05,36.9,5.0,11.7,1050.7
"Harnett, NC",23.72,16.9,42.0,5.2,12.6,1032.8
"Haywood, NC",24.56,18.05,48.0,7.2,14.3,922.4
"Henderson, NC",21.75,15.41,50.6,7.0,14.7,899.5
"Hertford, NC",24.95,16.75,36.9,5.1,11.7,923.4
"Hoke, NC",23.19,15.78,40.5,4.8,12.7,1143.6
"Hyde, NC",25.17,17.81,45.7,8.9,17.2,1026.0
"Iredell, NC",21.43,16.15,48.7,7.4,15.4,963.6
"Jackson, NC",23.4,15.87,46.5,6.5,13.5,913.0
"Johnston, NC",23.16,17.45,43.1,5.3,13.4,1054.7
"Jones, NC",25.8,18.22,45.3,8.0,16.4,1087.3
"Lee, NC",23.25,16.07,42.7,5.3,12.5,972.5
"Lenoir, NC",25.95,18.31,39.2,5.5,12.5,1246.4
"Lincoln, NC",22.87,17.28,45.4,6.8,14.7,1010.7
"McDowell, NC",28.0,21.67,37.7,5.7,12.3,992.1
"Macon, NC",24.37,17.14,46.8,6.2,13.6,807.9
"Madison, NC",25.31,18.84,37.0,5.2,10.9,1095.5
"Martin, NC",24.93,18.13,36.7,5.3,12.1,1069.0
"Mecklenburg, NC",15.77,10.56,57.1,8.1,16.9,796.4
"Mitchell, NC",26.29,19.76,36.2,5.5,11.5,1185.9
"Montgomery, NC",24.83,18.07,36.4,5.0,12.4,1090.2
"Moore, NC",20.12,13.96,51.3,7.1,14.7,732.4
"Nash, NC",24.47,17.52,43.3,5.4,12.6,1141.3
"New Hanover, NC",20.8,14.95,60.2,10.7,18.9,895.2
"Northampton, NC",27.66,18.92,38.8,6.1,13.0,875.2
"Onslow, NC",23.0,16.43,49.3,6.3,14.5,1063.9
"Orange, NC",15.3,9.59,63.0,8.9,17.5,672.9
"Pamlico, NC",23.13,16.83,45.9,7.7,15.4,1011.7
"Pasquotank, NC",23.66,16.81,44.0,5.7,13.3,1443.2
"Pender, NC",23.78,17.26,46.6,6.9,15.0,1013.2
"Perquimans, NC",23.09,16.74,44.9,6.3,13.4,1092.2
"Person, NC",25.23,18.03,45.4,5.7,13.1,954.0
"Pitt, NC",22.41,15.46,47.9,6.7,14.6,1025.9
"Polk, NC",23.08,16.14,46.0,7.4,14.3,995.6
"Randolph, NC",26.55,20.25,40.1,5.8,14.0,1157.6
"Richmond, NC",26.01,19.12,36.0,5.1,12.4,1428.5
"Robeson, NC",28.45,19.24,30.3,4.5,11.1,1282.1
"Rockingham, NC",27.82,20.57,39.4,5.3,12.6,1051.3
"Rowan, NC",26.1,20.07,41.7,6.0,13.8,1120.6
"Rutherford, NC",27.29,20.34,36.6,5.4,11.7,1111.8
"Sampson, NC",25.17,18.04,34.1,4.8,11.7,1098.3
"Scotland, NC",25.45,18.0,35.5,5.1,12.4,1161.6
"Stanly, NC",24.93,18.74,39.0,6.2,13.3,1255.9
"Stokes, NC",27.27,20.91,40.1,5.6,13.0,1049.2
"Surry, NC",25.46,19.5,34.8,4.7,11.7,1010.4
"Swain, NC",27.06,18.26,43.2,5.7,13.5,1061.1
"Transylvania, NC",21.56,14.92,49.2,6.7,14.1,782.0
"Tyrrell, NC",27.26,19.5,37.5,6.3,13.3,1134.2
"Union, NC",18.24,12.76,49.7,6.7,14.8,851.0
"Vance, NC",28.73,19.27,37.0,4.5,11.3,995.5
"Wake, NC",14.91,9.83,60.3,7.6,16.1,798.3
"Warren, NC",26.88,17.58,39.0,5.1,11.9,1017.8
"Washington, NC",24.81,17.57,35.3,4.9,11.2,1059.9
"Watauga, NC",17.59,12.72,48.8,8.4,14.7,830.8
"Wayne, NC",24.36,17.51,38.5,5.1,12.5,1238.0
"Wilkes, NC",26.45,21.11,31.5,4.6,10.8,967.2
"Wilson, NC",24.83,17.66,40.6,5.4,13.2,1130.0
"Yadkin, NC",25.53,19.79,35.0,5.3,12.0,950.5
"Yancey, NC",25.44,18.61,38.6,5.9,12.2,1022.2
"Adams, ND",22.61,16.89,68.4,11.6,32.2,1075.3
"Barnes, ND",21.65,16.29,66.8,9.3,27.0,842.4
"Benson, ND",33.36,23.96,47.7,14.7,27.5,1074.5
"Billings, ND",21.99,16.48,62.8,11.9,29.3,868.3
"Bottineau, ND",22.04,16.36,63.1,9.5,27.9,1198.2
"Bowman, ND",20.93,15.52,70.1,12.2,32.8,1092.3
"Burke, ND",24.07,18.03,66.6,10.7,33.0,700.7
"Burleigh, ND",18.82,13.88,67.0,7.7,24.6,786.8
"Cass, ND",18.99,13.59,67.3,8.5,24.7,785.9
"Cavalier, ND",21.76,16.42,69.6,12.2,32.7,853.9
"Dickey, ND",20.72,15.13,59.3,8.2,21.9,1026.2
"Divide, ND",22.77,16.8,61.6,9.7,27.8,592.3
"Dunn, ND",24.0,17.86,66.8,13.2,31.8,945.2
"Eddy, ND",24.31,18.16,60.8,9.7,27.1,1070.1
"Emmons, ND",23.22,17.63,63.3,11.4,29.2,757.8
"Foster, ND",22.58,17.05,62.3,7.0,22.4,1077.6
"Golden Valley, ND",23.79,18.0,64.0,11.9,27.5,921.8
"Grand Forks, ND",19.54,14.52,64.0,8.6,24.6,1015.4
"Grant, ND",23.01,17.54,60.7,9.8,25.7,962.1
"Griggs, ND",24.75,19.11,62.4,9.4,26.4,1051.4
"Hettinger, ND",23.37,17.67,66.9,12.1,31.3,894.3
"Kidder, ND",21.16,15.83,62.9,9.4,29.8,833.3
"LaMoure, ND",21.64,16.26,68.7,11.2,31.1,758.7
"Logan, ND",24.29,18.84,66.9,12.0,32.9,791.0
"McHenry, ND",25.31,19.16,60.6,9.6,28.6,957.9
"McIntosh, ND",22.37,16.81,63.1,9.4,26.9,1162.2
"McKenzie, ND",25.03,18.17,56.5,8.9,23.8,1032.5
"McLean, ND",22.84,16.84,63.1,9.7,28.8,1080.5
"Mercer, ND",23.16,17.6,63.7,9.2,27.4,931.1
"Morton, ND",21.79,16.55,66.3,9.4,26.7,895.4
"Mountrail, ND",26.26,18.41,55.5,12.2,26.6,1474.3
"Nelson, ND",22.21,16.53,68.1,10.5,33.5,1051.6
"Oliver, ND",21.86,16.4,59.6,9.0,26.0,819.8
"Pembina, ND",22.39,16.68,63.3,9.8,27.6,818.0
"Pierce, ND",26.29,20.72,64.7,9.7,27.9,1008.6
"Ramsey, ND",25.34,19.31,64.5,10.1,28.3,1070.4
"Ransom, ND",23.66,17.93,65.9,10.5,29.3,1044.2
"Renville, ND",23.03,17.04,68.3,10.6,34.2,1003.0
"Richland, ND",23.45,17.84,66.5,11.4,28.5,931.2
"Rolette, ND",31.77,21.13,46.2,19.6,30.6,1303.7
"Sargent, ND",22.29,16.68,69.1,11.7,32.6,946.3
"Sheridan, ND",21.76,16.56,57.5,7.3,22.8,773.4
"Sioux, ND",35.23,23.84,36.7,21.4,27.1,1140.9
"Slope, ND",21.33,15.91,55.0,7.9,20.9,893.7
"Stark, ND",22.53,17.42,67.1,10.0,25.7,884.6
"Steele, ND",22.56,17.01,69.4,10.9,33.6,884.9
"Stutsman, ND",24.96,19.41,61.7,8.1,23.7,1125.8
"Towner, ND",21.49,15.72,63.8,10.0,27.9,936.7
"Traill, ND",19.21,13.88,68.8,11.3,32.6,928.5
"Walsh, ND",24.29,18.57,66.0,11.0,32.0,1014.4
"Ward, ND",22.79,16.58,63.5,8.7,26.1,831.9
"Wells, ND",22.32,16.83,59.5,8.3,22.4,1051.5
"Williams, ND",26.98,20.65,61.4,9.6,28.1,1035.6
"Adams, OH",29.2,23.31,37.2,7.2,16.9,1334.7
"Allen, OH",25.7,19.54,53.5,8.2,19.2,1296.2
"Ashland, OH",23.56,17.99,50.0,7.6,17.1,1187.8
"Ashtabula, OH",29.01,23.44,50.7,8.5,18.8,1365.1
"Athens, OH",22.16,16.35,47.5,8.3,18.2,1036.4
"Auglaize, OH",22.91,17.9,54.0,10.4,22.0,1276.1
"Belmont, OH",27.86,21.54,50.5,7.9,20.4,1385.8
"Brown, OH",29.11,22.66,43.7,8.0,17.3,1251.4
"Butler, OH",23.57,17.51,55.8,8.0,19.2,1053.5
"Carroll, OH",28.36,21.56,48.9,8.9,18.8,1233.8
"Champaign, OH",25.61,19.36,49.0,6.8,17.5,1187.2
"Clark, OH",27.52,20.61,50.1,7.4,18.1,1208.7
"Clermont, OH",23.69,17.72,56.6,8.7,18.7,1037.5
"Clinton, OH",27.51,21.2,46.0,7.5,17.7,1185.2
"Columbiana, OH",29.82,23.31,48.7,8.5,18.8,1281.7
"Coshocton, OH",27.12,21.74,46.5,7.4,18.0,1204.5
"Crawford, OH",27.23,22.41,48.6,8.7,19.9,1268.9
"Cuyahoga, OH",22.91,16.48,60.1,9.0,20.1,1238.4
"Darke, OH",25.56,20.21,50.8,7.9,18.5,1360.4
"Defiance, OH",23.5,17.91,53.3,8.1,20.3,1098.8
"Delaware, OH",14.77,10.21,62.6,8.9,18.9,998.8
"Erie, OH",23.62,17.85,63.5,10.2,22.6,1183.4
"Fairfield, OH",21.48,16.71,53.7,9.6,19.7,1165.3
"Fayette, OH",28.55,22.47,46.4,7.2,17.3,1498.3
"Franklin, OH",20.65,15.3,57.5,8.5,19.2,1062.0
"Fulton, OH",23.45,18.25,54.4,8.4,20.1,1310.0
"Gallia, OH",26.42,20.66,41.9,7.7,17.1,1264.6
"Geauga, OH",20.35,14.69,63.8,9.7,21.3,930.5
"Greene, OH",19.54,13.57,56.2,8.4,18.9,1063.5
"Guernsey, OH",28.38,22.06,46.6,7.1,17.6,1461.2
"Hamilton, OH",21.81,15.39,61.1,9.5,21.8,1086.0
"Hancock, OH",22.67,16.91,55.1,8.7,19.7,1148.9
"Hardin, OH",26.01,20.57,47.8,8.2,18.2,1295.0
"Harrison, OH",29.91,22.81,47.9,8.5,18.9,1430.6
"Henry, OH",24.27,18.82,52.3,8.2,20.2,1277.4
"Highland, OH",30.19,23.95,41.9,7.2,16.8,1226.2
"Hocking, OH",25.98,20.54,45.9,7.4,17.2,1267.0
"Holmes, OH",29.05,23.18,41.7,4.6,13.7,1187.8
"Huron, OH",25.43,20.0,55.6,9.7,21.2,1219.6
"Jackson, OH",28.24,22.36,39.6,7.5,17.4,1500.7
"Jefferson, OH",28.31,22.09,50.7,10.9,22.0,1511.7
"Knox, OH",23.15,18.12,50.7,7.6,17.6,1172.4
"Lake, OH",23.36,18.39,63.6,10.9,21.9,1160.3
"Lawrence, OH",27.45,21.76,42.9,6.7,16.9,1281.3
"Licking, OH",23.63,18.87,52.8,8.7,18.9,1115.4
"Logan, OH",25.92,20.31,48.2,8.0,18.6,1272.9
"Lorain, OH",23.2,17.07,62.6,9.9,21.6,984.5
"Lucas, OH",25.27,19.08,59.3,8.9,21.5,1329.8
"Madison, OH",26.19,19.65,49.0,7.5,17.2,1138.5
"Mahoning, OH",27.19,20.26,57.2,9.4,21.7,1415.8
